source,target,bleed_genes
Blastomeres_50p_sagb,EVL,"['acvr1ba', 'adka', 'ahi1', 'arl4ab', 'axin2', 'bambia', 'baz1b', 'bmp4', 'clic4', 'ddx4', 'dkk1b', 'egln1b', 'eve1', 'flrt3', 'fosab', 'foxa2', 'foxb1a', 'foxc1a', 'foxd5', 'foxh1', 'foxn2b', 'foxp2', 'gmnn', 'gsc', 'helb', 'her1', 'her7', 'irf2a', 'ism1', 'itm2cb', 'kazald2', 'lef1', 'lft1', 'map2k6', 'mdm2', 'mycn', 'ndr2', 'noto', 'osr1', 'otx2a', 'pcdh8', 'pitx2', 'plekhg5b', 'rab11fip4a', 'rasl11b', 'rrbp1b', 'si:dkey-68o6.5', 'tbx16l', 'tbxta', 'tcf7l1a', 'tcf7l1b', 'tfap2c', 'trps1', 'wnt8a', 'zswim5']"
Blastomeres_50p_sagb,Ventral_margin_early,"['ackr3b', 'add3b', 'adka', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'aplnra', 'baz1b', 'bmp2b', 'bmp7a', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'crabp2b', 'cxcr4a', 'dact2', 'dkc1', 'dynll1', 'egln1b', 'elavl3', 'elf1', 'epcam', 'eppk1', 'etv4', 'f11r.1', 'fosab', 'foxb1a', 'foxh1', 'foxi1', 'foxn2b', 'foxp2', 'gata2a', 'gata3', 'gmnn', 'grhl1', 'gsc', 'helb', 'her5', 'irf2a', 'kazald2', 'klf2a', 'klf2b', 'krt18a.1', 'krt4', 'krt8', 'lhx5', 'map2k6', 'mdm2', 'mych', 'mycla', 'mycn', 'nasp', 'ncapd2', 'nsd2', 'oclna', 'otx2a', 'perp', 'raraa', 'rfx2', 'rrbp1b', 'rreb1a', 'sall3b', 'si:ch211-106e7.2', 'si:dkey-68o6.5', 'skia', 'snai2', 'sox11a', 'sox11b', 'stmn1a', 'stox1', 'tagln2', 'tcf7l1a', 'tcf7l1b', 'tfap2a', 'tfap2c', 'tlcd5a', 'trps1', 'tuba8l4', 'uncx4.1', 'vgll4l', 'vox', 'zc4h2', 'zeb1a', 'zgc:113424', 'znf185']"
Blastomeres_foxo3b,Blastomeres,"['acvr1ba', 'add3b', 'adka', 'aldob', 'anp32e', 'axin2', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'ccnf', 'cdx4', 'clic4', 'crabp2b', 'dact2', 'dld', 'dynll1', 'efna1a', 'efnb2a', 'egln1b', 'epha2a', 'eppk1', 'ets2', 'etv4', 'eve1', 'fgf8a', 'flrt3', 'foxa2', 'fzd7a', 'gata5', 'gata6', 'her1', 'irf2a', 'ism1', 'kirrel3l', 'klf3', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lef1', 'lft1', 'lft2', 'lhx1a', 'map2k6', 'mixl1', 'mych', 'ndr1', 'ndr2', 'noto', 'osr1', 'pcdh8', 'perp', 'pitx2', 'pknox1.1', 'plekhg5b', 'rab11fip4a', 'raraa', 'rfx2', 'skia', 'sox19a', 'sox32', 'stox1', 'tagln2', 'tbx16', 'tbx16l', 'tcf7l1a', 'tcf7l1b', 'tfap2c', 'tlcd5a', 'tp63', 'tph1b', 'trps1', 'ved', 'vent', 'vox', 'vrtn', 'wnt8a', 'zeb1a', 'zic2b', 'znfl2a', 'zswim5']"
Blastomeres_foxo3b,Blastomeres_50p_animal_pole,"['ackr3b', 'acvr1ba', 'ahi1', 'arl4ab', 'arl4d', 'axin2', 'bmp2b', 'bmp7a', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'cdx4', 'chrd', 'clic4', 'crabp2b', 'dact2', 'ddx4', 'dynll1', 'efna1a', 'efnb2b', 'egln1b', 'elavl3', 'epcam', 'eppk1', 'ets2', 'eve1', 'f11r.1', 'fgf8a', 'flrt3', 'foxa', 'foxa2', 'foxn2b', 'fscn1a', 'fzd7a', 'gata3', 'gata5', 'gata6', 'gmnn', 'gsc', 'irf2a', 'ism1', 'kirrel3l', 'klf3', 'krt18a.1', 'krt8', 'krt99', 'lef1', 'lft1', 'lft2', 'lhx1a', 'lhx5', 'lratd1', 'map2k6', 'mixl1', 'nasp', 'ndr1', 'ndr2', 'noto', 'osr1', 'otx2a', 'pcdh8', 'perp', 'pitx2', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rfx2', 'rrbp1b', 'sall3b', 'si:dkey-68o6.5', 'snai2', 'sox32', 'tagln2', 'tbx16l', 'tfap2c', 'tph1b', 'vent', 'vgll4l', 'wnt8a', 'zswim5']"
Blastomeres_foxo3b,Blastomeres_50p_sagb,"['acvr1ba', 'adka', 'anp32e', 'arl4d', 'bambia', 'baz1b', 'bmp2b', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'cdx4', 'clic4', 'crabp2b', 'dact2', 'ddx4', 'dkc1', 'dkk1b', 'dld', 'drll.3', 'dynll1', 'egln1b', 'epcam', 'eppk1', 'ets2', 'eve1', 'f11r.1', 'fgf8a', 'foxa', 'foxa2', 'foxa3', 'foxh1', 'foxn2b', 'fscn1a', 'fzd7a', 'gata2a', 'gmnn', 'her5', 'irf2a', 'krt18a.1', 'krt8', 'lef1', 'lft1', 'lhx5', 'lratd1', 'map2k6', 'mixl1', 'mych', 'mycla', 'nasp', 'nrarpa', 'oclna', 'osr1', 'otx2a', 'perp', 'pitx2', 'plekhg5b', 'rrbp1b', 'si:dkey-68o6.5', 'snai1a', 'snai2', 'sox11b', 'sox19a', 'sox3', 'sp5l', 'stmn1a', 'tbx16l', 'tbxta', 'tfap2c', 'tlcd5a', 'tuba8l4', 'ved', 'vent', 'vgll4l', 'vox', 'vrtn', 'wnt11f2', 'wnt8a', 'zic2b', 'znfl2a']"
Blastomeres_foxo3b,Dorsal_margin_early,"['ackr3b', 'add3b', 'adka', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arl4d', 'axin2', 'baz1b', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'cdx4', 'dkc1', 'drll.3', 'dynll1', 'egln1b', 'elavl3', 'elf1', 'epcam', 'eppk1', 'eve1', 'f11r.1', 'foxh1', 'foxn2b', 'fzd7a', 'gata3', 'gmnn', 'grhl1', 'her5', 'irf2a', 'klf2a', 'krt4', 'krt8', 'lef1', 'lhx5', 'lratd1', 'map2k6', 'mycla', 'nasp', 'ncapd2', 'nsd2', 'oclna', 'perp', 'raraa', 'rrbp1b', 'rreb1a', 'si:dkey-68o6.5', 'skia', 'sox11b', 'sox19a', 'sp5l', 'stmn1a', 'tagln2', 'tcf7l1a', 'tcf7l1b', 'tfap2a', 'tlcd5a', 'tp63', 'tuba8l4', 'vgll4l', 'vox', 'wnt8a', 'zgc:113424', 'zic2b']"
Blastomeres_foxo3b,EVL,"['acvr1ba', 'adka', 'ahi1', 'arl4ab', 'axin2', 'bambia', 'btg2', 'chrd', 'clic4', 'crabp2b', 'ddx4', 'dkk1b', 'dld', 'efnb2a', 'eve1', 'flrt3', 'foxa2', 'foxc1a', 'foxd5', 'foxh1', 'foxi1', 'foxp2', 'gata5', 'gsc', 'helb', 'her1', 'her7', 'ism1', 'itm2cb', 'kazald2', 'kirrel3l', 'lft1', 'lft2', 'lhx1a', 'mixl1', 'mycn', 'ndr2', 'noto', 'osr1', 'otx2a', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'rab11fip4a', 'rasgef1ba', 'sebox', 'si:ch211-106e7.2', 'si:dkey-68o6.5', 'skia', 'sox32', 'tbx16l', 'tbxta', 'tcf7l1a', 'tfap2c', 'tp63', 'tph1b', 'trps1', 'ved', 'wnt8a', 'zc4h2', 'zic2a']"
Blastomeres_foxo3b,Ventral_margin_early,"['ackr3b', 'add3b', 'adka', 'admp', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'aplnra', 'baz1b', 'bmp2b', 'bmp7a', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'dact2', 'dkc1', 'dynll1', 'egln1b', 'elavl3', 'elf1', 'epcam', 'eppk1', 'etv4', 'f11r.1', 'foxd3', 'foxn2b', 'fzd7a', 'gata3', 'gmnn', 'her5', 'kazald2', 'klf2a', 'klf2b', 'krt18a.1', 'krt4', 'krt8', 'lef1', 'lhx5', 'lratd1', 'map2k6', 'mych', 'mycla', 'nasp', 'ncapd2', 'nrarpa', 'nsd2', 'oclna', 'otx2a', 'perp', 'raraa', 'rfx2', 'rrbp1b', 'rreb1a', 'sall3b', 'si:dkey-68o6.5', 'skia', 'sox11a', 'sox11b', 'sp5l', 'stmn1a', 'tagln2', 'tcf7l1a', 'tcf7l1b', 'tfap2a', 'tfap2c', 'tlcd5a', 'tuba8l4', 'vgll4l', 'vox', 'zc4h2', 'zeb1a', 'zgc:113424', 'zic2b', 'zic3', 'znf185']"
Dorsal_margin_early,Blastomeres,"['acvr1ba', 'add3b', 'axin2', 'bmp4', 'ccnf', 'clic4', 'efnb2b', 'epha2a', 'etv4', 'eve1', 'foxa2', 'foxb1a', 'foxc1a', 'foxd5', 'foxp2', 'gata6', 'ism1', 'krt99', 'lamb1a', 'lef1', 'otx2a', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rfx2', 'stox1', 'tagln2', 'tbx16', 'tbx16l', 'tcf7l1a', 'tp63', 'trps1', 'vrtn', 'zeb1a', 'zeb2b', 'zic2b', 'zic3', 'znfl2a']"
Dorsal_margin_early,Blastomeres_50p_animal_pole,"['acvr1ba', 'aplnra', 'axin2', 'clic4', 'ddx4', 'drll.2', 'efnb2b', 'epha2a', 'foxa2', 'foxb1a', 'foxc1a', 'foxd5', 'foxp2', 'gata3', 'her6', 'krt18a.1', 'krt99', 'lef1', 'lratd1', 'otx2a', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rfx2', 'snai1a', 'tbx16', 'uncx4.1', 'vrtn', 'wnt8a', 'zic3']"
Dorsal_margin_early,Blastomeres_50p_sagb,"['acvr1ba', 'admp', 'arl4d', 'bmp4', 'btg2', 'cdh1', 'clic4', 'dact2', 'ddx4', 'drll.2', 'efna1a', 'efnb2a', 'efnb2b', 'epcam', 'epha2a', 'ets2', 'eve1', 'f11r.1', 'fgf8a', 'flrt3', 'fosab', 'foxa2', 'foxb1a', 'foxc1a', 'foxd3', 'foxd5', 'foxi1', 'fscn1a', 'gata5', 'gata6', 'gmnn', 'gsc', 'her5', 'her7', 'ism1', 'itm2cb', 'klf3', 'krt18a.1', 'krt99', 'lef1', 'lft1', 'lft2', 'mixl1', 'mycla', 'nasp', 'ndr1', 'ndr2', 'nrarpa', 'oclna', 'osr1', 'otx2a', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rrbp1b', 'si:dkey-68o6.5', 'snai1a', 'sox11a', 'sox32', 'sp5l', 'tbx16l', 'tuba8l4', 'uncx4.1', 'vrtn', 'wnt11f2', 'zic2a', 'zic2b', 'zic3', 'znfl2a', 'zswim5']"
Dorsal_margin_early,Blastomeres_foxo3b,"['acvr1ba', 'aplnra', 'bmp4', 'clic4', 'cxcr4a', 'dact2', 'ddx4', 'drll.2', 'efnb2b', 'epha2a', 'etv4', 'foxa2', 'foxc1a', 'foxd5', 'foxp2', 'fscn1a', 'gata5', 'gata6', 'gsc', 'helb', 'her6', 'ism1', 'itm2cb', 'klf3', 'krt18a.1', 'krt99', 'lamb1a', 'nrarpa', 'otx2a', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rfx2', 'si:ch211-106e7.2', 'snai1a', 'sox11a', 'stox1', 'tbx16', 'tbx16l', 'trps1', 'uncx4.1', 'vrtn', 'zc4h2', 'zeb1a', 'zeb2b', 'zic3', 'znf185', 'znfl2a', 'zswim5']"
Dorsal_margin_early,EVL,"['adka', 'ahi1', 'axin2', 'baz1b', 'bmp2b', 'cdc14b', 'clic4', 'dkc1', 'drll.3', 'egln1b', 'eve1', 'fgf8a', 'fosab', 'foxc1a', 'foxd5', 'foxh1', 'foxn2b', 'foxp2', 'gmnn', 'helb', 'her1', 'her7', 'irf2a', 'ism1', 'itm2cb', 'kazald2', 'map2k6', 'mdm2', 'mych', 'mycla', 'nasp', 'ncapd2', 'ndr1', 'pitx2', 'rab11fip4a', 'raraa', 'rasl11b', 'rrbp1b', 'si:dkey-68o6.5', 'skia', 'snai2', 'sox3', 'stmn1a', 'tcf7l1a', 'tcf7l1b', 'tlcd5a', 'tp63', 'trps1', 'tuba8l4', 'vent', 'vox', 'wnt8a', 'zgc:113424', 'zswim5']"
Dorsal_margin_early,Ventral_margin_early,"['ackr3b', 'adka', 'ahi1', 'alcamb', 'aldob', 'aplnra', 'baz1b', 'btg2', 'ccnf', 'cdc14b', 'cdh1', 'cxcr4a', 'ddx4', 'dynll1', 'egln1b', 'elf1', 'epcam', 'eppk1', 'ets2', 'etv4', 'f11r.1', 'fosab', 'foxa', 'foxa2', 'foxa3', 'foxd5', 'foxh1', 'foxi1', 'foxn2b', 'foxp2', 'gata2a', 'gata3', 'gmnn', 'her5', 'irf2a', 'kazald2', 'klf2a', 'krt18a.1', 'krt4', 'lhx5', 'mdm2', 'mycla', 'nasp', 'ncapd2', 'nrarpa', 'nsd2', 'oclna', 'otx2a', 'pknox1.1', 'plekhg5b', 'raraa', 'rasgef1ba', 'rfx2', 'rrbp1b', 'si:dkey-68o6.5', 'skia', 'sox11a', 'sox11b', 'sp5l', 'stmn1a', 'tcf7l1a', 'tcf7l1b', 'tlcd5a', 'tuba8l4', 'uncx4.1', 'vgll4l', 'zc4h2', 'zeb1a', 'zeb2b', 'zgc:113424', 'zic2a', 'zic2b', 'znf185']"
EVL,Blastomeres,"['ccnf', 'cdh1', 'ism1', 'lratd1', 'oclna', 'sox19a', 'sox32', 'ved', 'zswim5']"
EVL,Blastomeres_50p_animal_pole,"['ccnf', 'cdh1', 'chrd', 'fosab', 'ism1', 'lratd1', 'noto', 'oclna', 'pitx2', 'sox19a', 'sox32', 'zswim5']"
EVL,Blastomeres_50p_sagb,"['btg2', 'ccnf', 'cdh1', 'crabp2b', 'epha2a', 'f11r.1', 'fgf8a', 'klf3', 'lratd1', 'ndr1', 'oclna', 'rreb1a', 'sox19a', 'tagln2', 'ved', 'wnt11f2']"
EVL,Blastomeres_foxo3b,"['ccnf', 'cdh1', 'f11r.1', 'foxb1a', 'oclna', 'sox19a', 'tagln2', 'zswim5']"
EVL,Dorsal_margin_early,"['bambia', 'btg2', 'ccnf', 'crabp2b', 'epha2a', 'ets2', 'klf3', 'oclna', 'rreb1a', 'wnt11f2']"
EVL,Ventral_margin_early,"['ccnf', 'crabp2b', 'ets2', 'fosab', 'rreb1a', 'tagln2']"
Ventral_margin_early,Blastomeres,"['acvr1ba', 'add3b', 'axin2', 'bambia', 'bmp4', 'ccnf', 'chrd', 'clic4', 'drll.2', 'epha2a', 'foxa', 'foxa2', 'foxp2', 'her6', 'ism1', 'krt99', 'lamb1a', 'lef1', 'noto', 'pitx2', 'pknox1.1', 'plekhg5b', 'rab11fip4a', 'rasgef1ba', 'rasl11b', 'rfx2', 'stox1', 'tagln2', 'tbx16', 'tbx16l', 'tp63', 'tph1b', 'trps1', 'ved', 'vent', 'vox', 'vrtn', 'wnt8a', 'zeb2b', 'znfl2a']"
Ventral_margin_early,Blastomeres_50p_animal_pole,"['acvr1ba', 'arl4d', 'axin2', 'bmp4', 'chrd', 'clic4', 'ddx4', 'drll.2', 'epha2a', 'fosab', 'foxa', 'foxa2', 'foxp2', 'gsc', 'her6', 'krt18a.1', 'krt99', 'lamb1a', 'lef1', 'lratd1', 'noto', 'pknox1.1', 'plekhg5b', 'rab11fip4a', 'rasgef1ba', 'rfx2', 'snai1a', 'stox1', 'tagln2', 'tbx16', 'tbx16l', 'tp63', 'tph1b', 'trps1', 'ved', 'vent', 'vrtn', 'wnt8a', 'znfl2a']"
Ventral_margin_early,Blastomeres_50p_sagb,"['acvr1ba', 'arl4d', 'axin2', 'bambia', 'bmp4', 'clic4', 'ddx4', 'dld', 'drll.2', 'drll.3', 'epha2a', 'ets2', 'foxa', 'foxa2', 'foxd5', 'fscn1a', 'fzd7a', 'her6', 'ism1', 'itm2cb', 'klf3', 'krt99', 'lamb1a', 'lef1', 'lratd1', 'noto', 'nrarpa', 'pcdh8', 'pitx2', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rasgef1ba', 'rasl11b', 'snai1a', 'sp5l', 'tbx16', 'tbx16l', 'tp63', 'tph1b', 'ved', 'vrtn', 'wnt8a', 'zic2a', 'znfl2a', 'zswim5']"
Ventral_margin_early,Blastomeres_foxo3b,"['acvr1ba', 'arl4d', 'axin2', 'bambia', 'bmp4', 'clic4', 'cxcr4a', 'ddx4', 'drll.2', 'drll.3', 'efnb2b', 'epha2a', 'foxa', 'foxa2', 'foxb1a', 'foxd5', 'foxp2', 'fscn1a', 'grhl1', 'gsc', 'helb', 'her6', 'ism1', 'itm2cb', 'krt99', 'lamb1a', 'mycn', 'noto', 'pknox1.1', 'plekhg5b', 'rab11fip4a', 'rasgef1ba', 'si:ch211-106e7.2', 'snai1a', 'stox1', 'tbx16', 'tbx16l', 'tp63', 'tph1b', 'trps1', 'uncx4.1', 'ved', 'vent', 'vrtn', 'wnt8a', 'zeb2b', 'znfl2a', 'zswim5']"
Ventral_margin_early,Dorsal_margin_early,"['acvr1ba', 'add3b', 'anp32e', 'arl4ab', 'arl4d', 'axin2', 'bmp4', 'clic4', 'crabp2b', 'dkc1', 'dkk1b', 'dld', 'drll.2', 'drll.3', 'efnb2a', 'efnb2b', 'elavl3', 'epha2a', 'fgf8a', 'flrt3', 'fscn1a', 'fzd7a', 'gata6', 'grhl1', 'helb', 'her6', 'ism1', 'itm2cb', 'kirrel3l', 'klf2b', 'klf3', 'krt8', 'krt99', 'lamb1a', 'lef1', 'lhx1a', 'lratd1', 'map2k6', 'mych', 'ndr2', 'osr1', 'pcdh8', 'perp', 'pitx2', 'prickle1b', 'rab11fip4a', 'rasl11b', 'rreb1a', 'sebox', 'si:ch211-106e7.2', 'snai1a', 'snai2', 'sox19a', 'stox1', 'tagln2', 'tbx16', 'tbx16l', 'tbxta', 'tfap2a', 'tp63', 'trps1', 'vox', 'vrtn', 'wnt8a', 'znfl2a', 'zswim5']"
Ventral_margin_early,EVL,"['adka', 'admp', 'ahi1', 'bambia', 'baz1b', 'cdc14b', 'clic4', 'dkc1', 'efna1a', 'egln1b', 'etv4', 'fgf8a', 'foxa2', 'foxb1a', 'foxd5', 'foxh1', 'foxn2b', 'foxp2', 'gmnn', 'gsc', 'helb', 'irf2a', 'ism1', 'itm2cb', 'kazald2', 'klf3', 'map2k6', 'mych', 'mycla', 'mycn', 'nasp', 'ncapd2', 'ndr1', 'noto', 'nsd2', 'otx2a', 'rab11fip4a', 'raraa', 'rasl11b', 'rrbp1b', 'si:dkey-68o6.5', 'skia', 'sox11a', 'sox3', 'sp5l', 'stmn1a', 'tbx16l', 'tcf7l1a', 'tcf7l1b', 'tfap2c', 'tlcd5a', 'trps1', 'tuba8l4', 'ved', 'zc4h2', 'zeb2b', 'zgc:113424', 'zic3', 'zswim5']"
